Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
JOBS,"51job, Inc.","51job, Inc. - American Depositary Shares, each representing two common shares",Q,N,N,100
JOEZ,Joe's Jeans Inc.,Joe's Jeans Inc. - Common Stock,S,N,D,100
JOUT,Johnson Outdoors Inc.,Johnson Outdoors Inc. - Class A Common Stock,Q,N,N,100
JRJC,China Finance Online Co. Limited,China Finance Online Co. Limited - American Depositary Shares representing 5 ordinary shares,Q,N,N,100
JRVR,"James River Group Holdings, Ltd.","James River Group Holdings, Ltd. - Common Shares",Q,N,N,100
JSM,SLM Corporation,"SLM Corporation - 6% Senior Notes due December 15, 2043",G,N,N,100
JST,Jinpan International Limited,Jinpan International Limited - Common Stock,Q,N,N,100
JTPY,JetPay Corporation,JetPay Corporation - Common Stock,S,N,N,100
JUNO,"Juno Therapeutics, Inc.","Juno Therapeutics, Inc. - Common Stock",Q,N,N,100
JVA,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc. - Common Stock",S,N,N,100
JXSB,Jacksonville Bancorp Inc.,Jacksonville Bancorp Inc. - Common Stock,S,N,N,100
JYNT,The Joint Corp.,The Joint Corp. - Common Stock,S,N,N,100
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation - Common Stock,Q,N,N,100
KANG,"iKang Healthcare Group, Inc.","iKang Healthcare Group, Inc. - American Depositary Shares",Q,N,N,100
KBAL,"Kimball International, Inc.","Kimball International, Inc. - Class B Common Stock",Q,N,N,100
KBIO,"KaloBios Pharmaceuticals, Inc.","KaloBios Pharmaceuticals, Inc. - Common Stock",G,N,N,100
KBSF,KBS Fashion Group Limited,KBS Fashion Group Limited - Common Stock,S,N,N,100
KCAP,"KCAP Financial, Inc.","KCAP Financial, Inc. - common stock",Q,N,N,100
KCLI,Kansas City Life Insurance Company,Kansas City Life Insurance Company - Common Stock,S,N,N,100
KE,"Kimball Electronics, Inc.","Kimball Electronics, Inc. - Common Stock",Q,N,N,100
KELYA,"Kelly Services, Inc.","Kelly Services, Inc. - Class A Common Stock",Q,N,N,100
KELYB,"Kelly Services, Inc.","Kelly Services, Inc. - Class B Common Stock",Q,N,N,100
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific Corporation - Common Stock,G,N,N,100
KERX,"Keryx Biopharmaceuticals, Inc.","Keryx Biopharmaceuticals, Inc. - Common Stock",S,N,N,100
KEYW,The KEYW Holding Corporation,The KEYW Holding Corporation - Common Stock,Q,N,N,100
KFFB,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp - Common Stock,G,N,N,100
KFRC,"Kforce, Inc.","Kforce, Inc. - Common Stock",Q,N,N,100
KFX,Kofax Limited,Kofax Limited - Common Shares,Q,N,N,100
KGJI,Kingold Jewelry Inc.,Kingold Jewelry Inc. - Common Stock,S,N,N,100
KIN,"Kindred Biosciences, Inc.","Kindred Biosciences, Inc. - Common Stock",S,N,N,100
KINS,"Kingstone Companies, Inc","Kingstone Companies, Inc - Common Stock",S,N,N,100
KIRK,"Kirkland's, Inc.","Kirkland's, Inc. - Common Stock",Q,N,N,100
KITE,"Kite Pharma, Inc.","Kite Pharma, Inc. - Common Stock",Q,N,N,100
KLAC,KLA,KLA-Tencor Corporation - Common Stock,Q,N,N,100
KLIC,"Kulicke and Soffa Industries, Inc.","Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100
KLXI,KLX Inc.,KLX Inc. - Common Stock,Q,N,N,100
KMDA,Kamada Ltd.,Kamada Ltd. - Ordinary Shares,Q,N,N,100
KNDI,"Kandi Technologies Group, Inc.","Kandi Technologies Group, Inc. - Common Stock",Q,N,N,100
KONA,"Kona Grill, Inc.","Kona Grill, Inc. - Common Stock",G,N,N,100
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,S,N,N,100
KOOL,Cesca Therapeutics Inc.,Cesca Therapeutics Inc. - Common Stock,S,N,N,100
KOPN,Kopin Corporation,Kopin Corporation - Common Stock,Q,N,N,100
KOSS,Koss Corporation,Koss Corporation - Common Stock,S,N,N,100
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100
KRFT,"Kraft Foods Group, Inc.","Kraft Foods Group, Inc. - Common Stock",Q,N,N,100
KRNY,Kearny Financial,Kearny Financial - Common Stock,Q,N,N,100
KTCC,Key Tronic Corporation,Key Tronic Corporation - Common Stock,G,N,N,100
KTEC,"Key Technology, Inc.","Key Technology, Inc. - Common Stock",G,N,N,100
KTOS,"Kratos Defense & Security Solutions, Inc.","Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100
KTWO,"K2M Group Holdings, Inc.","K2M Group Holdings, Inc. - Common Stock",Q,N,N,100
KUTV,"Ku6 Media Co., Ltd.","Ku6 Media Co., Ltd. - American Depositary Shares, each representing 100 ordinary shares",G,N,N,100
KVHI,"KVH Industries, Inc.","KVH Industries, Inc. - Common Stock",Q,N,N,100
KWEB,KraneShares CSI China Internet ETF,KraneShares CSI China Internet ETF,G,N,N,100
KYTH,"Kythera Biopharmaceuticals, Inc.","Kythera Biopharmaceuticals, Inc. - Common Stock",Q,N,N,100
KZ,KongZhong Corporation,"KongZhong Corporation - American Depositary Shares, each representing 40 ordinary shares",Q,N,N,100
LABC,"Louisiana Bancorp, Inc.","Louisiana Bancorp, Inc. - Common Stock",G,N,N,100
LABL,Multi,Multi-Color Corporation - Common Stock,Q,N,N,100
LACO,"Lakes Entertainment, Inc.","Lakes Entertainment, Inc. - Common Stock",G,N,N,100
LAKE,"Lakeland Industries, Inc.","Lakeland Industries, Inc. - Common Stock",G,N,N,100
LALT,PowerShares Actively Managed Exchange,PowerShares Actively Managed Exchange-Traded Fund Trust - PowerShares Multi-Strategy Alternative Portfolio,G,N,N,100
LAMR,Lamar Advertising Company,Lamar Advertising Company - Class A Common Stock,Q,N,N,100
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation - Common Stock,Q,N,N,100
LAND,Gladstone Land Corporation,Gladstone Land Corporation - Common Stock,G,N,N,100
LARK,Landmark Bancorp Inc.,Landmark Bancorp Inc. - Common Stock,G,N,N,100
LAWS,"Lawson Products, Inc.","Lawson Products, Inc. - Common Stock",Q,N,N,100
LAYN,Layne Christensen Company,Layne Christensen Company - Common Stock,Q,N,N,100
LBAI,"Lakeland Bancorp, Inc.","Lakeland Bancorp, Inc. - Common Stock",Q,N,N,100
LBIX,Leading Brands Inc,Leading Brands Inc - Common Shares,S,N,N,100
LBRDA,Liberty Broadband Corporation,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100
LBRDK,Liberty Broadband Corporation,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100
LBRKR,Liberty Broadband Corporation,Liberty Broadband Corporation - Subscription Rights to Purchase Shares of Series C Common Stock,Q,N,N,100
LBTYA,Liberty Global plc,Liberty Global plc - Class A Ordinary Shares,Q,N,N,100
LBTYB,Liberty Global plc,Liberty Global plc - Class B Ordinary Shares,Q,N,N,100
LBTYK,Liberty Global plc,Liberty Global plc - Class C Ordinary Shares,Q,N,N,100
LCNB,LCNB Corporation,LCNB Corporation - Common Stock,S,N,N,100
LCUT,"Lifetime Brands, Inc.","Lifetime Brands, Inc. - Common Stock",Q,N,N,100
LDRH,LDR Holding Corporation,LDR Holding Corporation - Common Stock,Q,N,N,100
LDRI,PowerShares LadderRite 0,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,G,N,N,100
LE,"Lands' End, Inc.","Lands' End, Inc. - Common Stock",S,N,N,100
LECO,"Lincoln Electric Holdings, Inc.","Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100
LEDS,SemiLEDS Corporation,SemiLEDS Corporation - Common Stock,Q,N,D,100
LEVY,Levy Acquisition Corp.,Levy Acquisition Corp. - Common Stock,S,N,N,100
LEVYU,Levy Acquisition Corp.,Levy Acquisition Corp. - Unit,S,N,N,100
LEVYW,Levy Acquisition Corp.,Levy Acquisition Corp. - Warrants,S,N,N,100
LFUS,"Littelfuse, Inc.","Littelfuse, Inc. - Common Stock",Q,N,N,100
LFVN,Lifevantage Corporation,Lifevantage Corporation - Common Stock,S,N,N,100
LGCY,Legacy Reserves LP,Legacy Reserves LP - Units Representing Limited Partner Interests,Q,N,N,100
LGCYO,Legacy Reserves LP,Legacy Reserves LP - 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100
LGCYP,Legacy Reserves LP,Legacy Reserves LP - 8% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100
LGIH,"LGI Homes, Inc.","LGI Homes, Inc. - Common Stock",Q,N,N,100
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100
LHCG,LHC Group,LHC Group - common stock,Q,N,N,100
LIME,Lime Energy Co.,Lime Energy Co. - Common Stock,S,N,N,100
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100
LINE,"Linn Energy, LLC","Linn Energy, LLC - Common Units representing limited liability company interests",Q,N,N,100
LION,Fidelity Southern Corporation,Fidelity Southern Corporation - Common Stock,Q,N,N,100
LIOX,"Lionbridge Technologies, Inc.","Lionbridge Technologies, Inc. - Common Stock",Q,N,N,100
LIQD,"Liquid Holdings Group, Inc.","Liquid Holdings Group, Inc. - Common Stock",G,N,N,100
LIVE,"LiveDeal, Inc.","LiveDeal, Inc. - Common Stock",S,N,N,100
LJPC,La Jolla Pharmaceutical Company,La Jolla Pharmaceutical Company - Common Stock,S,N,N,100
LKFN,Lakeland Financial Corporation,Lakeland Financial Corporation - Common Stock,Q,N,N,100
LKQ,LKQ Corporation,LKQ Corporation - Common Stock,Q,N,N,100
LLEX,"Lilis Energy, Inc.","Lilis Energy, Inc. - Common Stock",G,N,H,100
LLNW,"Limelight Networks, Inc.","Limelight Networks, Inc. - Common Stock",Q,N,N,100
LLTC,Linear Technology Corporation,Linear Technology Corporation - Common Stock,Q,N,N,100
LMAT,"LeMaitre Vascular, Inc.","LeMaitre Vascular, Inc. - Common Stock",G,N,N,100
LMBS,First Trust Low Duration Mortgage Opportunities ETF,First Trust Low Duration Mortgage Opportunities ETF,G,N,N,100
LMCA,Liberty Media Corporation,Liberty Media Corporation - Series A Common Stock,Q,N,N,100
LMCB,Liberty Media Corporation,Liberty Media Corporation - Series B Common Stock,Q,N,N,100
LMCK,Liberty Media Corporation,Liberty Media Corporation - Series C Common Stock,Q,N,N,100
LMIA,"LMI Aerospace, Inc.","LMI Aerospace, Inc. - Common Stock",Q,N,N,100
LMNR,Limoneira Co,Limoneira Co - Common Stock,Q,N,N,100
LMNS,Lumenis Ltd.,Lumenis Ltd. - Class B Ordinary Shares,Q,N,N,100
LMNX,Luminex Corporation,Luminex Corporation - Common Stock,Q,N,N,100
LMOS,Lumos Networks Corp.,Lumos Networks Corp. - Common Stock,Q,N,N,100
LMRK,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners LP - Common Units,G,N,N,100
LNBB,"LNB Bancorp, Inc.","LNB Bancorp, Inc. - Common Stock",G,N,N,100
LNCE,Snyder's,"Snyder's-Lance, Inc. - Common Stock",Q,N,N,100
LNCO,"Linn Co, LLC","Linn Co, LLC - Common Shares",Q,N,N,100
LNDC,Landec Corporation,Landec Corporation - Common Stock,Q,N,N,100
LOAN,"Manhattan Bridge Capital, Inc","Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100
LOCM,Local Corporation,Local Corporation - Common Stock,S,N,N,100
LOCO,"El Pollo Loco Holdings, Inc.","El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100
LOGI,Logitech International S.A.,Logitech International S.A. - Registered Shares,Q,N,N,100
LOGM,"LogMein, Inc.","LogMein, Inc. - Common Stock",Q,N,N,100
LOJN,LoJack Corporation,LoJack Corporation - Common Stock,Q,N,N,100
LONG,"eLong, Inc.","eLong, Inc. - American Depositary Shares representing 2 Ordinary Shares",Q,N,N,100
LOOK,"LookSmart, Ltd.","LookSmart, Ltd. - Common Stock",S,N,N,100
LOPE,"Grand Canyon Education, Inc.","Grand Canyon Education, Inc. - Common Stock",Q,N,N,100
LORL,"Loral Space and Communications, Inc.","Loral Space and Communications, Inc. - Common Stock",Q,N,N,100
LOXO,"Loxo Oncology, Inc.","Loxo Oncology, Inc. - Common Stock",G,N,N,100
LPCN,Lipocine Inc.,Lipocine Inc. - Common Stock,S,N,N,100
LPHI,Life Partners Holdings Inc,Life Partners Holdings Inc - Common Stock,Q,N,N,100
LPLA,LPL Financial Holdings Inc.,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100
LPNT,"LifePoint Hospitals, Inc.","LifePoint Hospitals, Inc. - Common Stock",Q,N,N,100
LPSB,"LaPorte Bancorp, Inc.","LaPorte Bancorp, Inc. - Common Stock",S,N,N,100
LPSN,"LivePerson, Inc.","LivePerson, Inc. - Common Stock",Q,N,N,100
LPTH,"LightPath Technologies, Inc.","LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100
LPTN,"Lpath, Inc.","Lpath, Inc. - Class A Common Stock",S,N,N,100
LQDT,"Liquidity Services, Inc.","Liquidity Services, Inc. - Common Stock",Q,N,N,100
LRAD,LRAD Corporation,LRAD Corporation - Common Stock,S,N,N,100
LRCX,Lam Research Corporation,Lam Research Corporation - Common Stock,Q,N,N,100
LSBK,"Lake Shore Bancorp, Inc.","Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100
LSCC,Lattice Semiconductor Corporation,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100
LSTR,"Landstar System, Inc.","Landstar System, Inc. - Common Stock",Q,N,N,100
LTBR,Lightbridge Corporation,Lightbridge Corporation - Common Stock,S,N,N,100
LTRE,"Learning Tree International, Inc.","Learning Tree International, Inc. - Common Stock",G,N,N,100
LTRPA,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,N,N,100
LTRPB,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,N,N,100
LTRX,"Lantronix, Inc.","Lantronix, Inc. - Common Stock",S,N,N,100
LTXB,"LegacyTexas Financial Group, Inc.","LegacyTexas Financial Group, Inc. - Common Stock",Q,N,N,100
LULU,lululemon athletica inc.,lululemon athletica inc. - Common Stock,Q,N,N,100
LUNA,Luna Innovations Incorporated,Luna Innovations Incorporated - Common Stock,S,N,N,100
LVNTA,Liberty Interactive Corporation,Liberty Interactive Corporation - Series A Liberty Ventures Common Stock,Q,N,N,100
LVNTB,Liberty Interactive Corporation,Liberty Interactive Corporation - Series B Liberty Ventures Common Stock,Q,N,N,100
LWAY,"Lifeway Foods, Inc.","Lifeway Foods, Inc. - Common Stock",G,N,N,100
LXRX,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
LYTS,LSI Industries Inc.,LSI Industries Inc. - Common Stock,Q,N,N,100
MACK,"Merrimack Pharmaceuticals, Inc.","Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100
MAG,"Magnetek, Inc.","Magnetek, Inc. - Common Stock",G,N,N,100
MAGS,Magal Security Systems Ltd.,Magal Security Systems Ltd. - Ordinary Shares,G,N,N,100
MAMS,"MAM Software Group, Inc.","MAM Software Group, Inc. - Common Stock",S,N,N,100
MANH,"Manhattan Associates, Inc.","Manhattan Associates, Inc. - Common Stock",Q,N,N,100
MANT,ManTech International Corporation,ManTech International Corporation - Class A Common Stock,Q,N,N,100
MAR,Marriott International,Marriott International - Class A Common Stock,Q,N,N,100
MARA,"Marathon Patent Group, Inc.","Marathon Patent Group, Inc. - Common Stock",S,N,N,100
MARK,"Remark Media, Inc.","Remark Media, Inc. - Common Stock",S,N,N,100
MARPS,Marine Petroleum Trust,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100
MASI,Masimo Corporation,Masimo Corporation - Common Stock,Q,N,N,100
MAT,"Mattel, Inc.","Mattel, Inc. - Common Stock",Q,N,N,100
MATR,Mattersight Corporation,Mattersight Corporation - Common Stock,G,N,N,100
MATW,Matthews International Corporation,Matthews International Corporation - Class A Common Stock,Q,N,N,100
MAYS,"J. W. Mays, Inc.","J. W. Mays, Inc. - Common Stock",S,N,N,100
MBCN,Middlefield Banc Corp.,Middlefield Banc Corp. - Common Stock,S,N,N,100
MBFI,MB Financial Inc.,MB Financial Inc. - Common Stock,Q,N,N,100
MBFIP,MB Financial Inc.,"MB Financial Inc. - Perpetual Non-Cumulative Preferred Stock, Series A",Q,N,N,100
MBII,"Marrone Bio Innovations, Inc.","Marrone Bio Innovations, Inc. - Common Stock",G,N,E,100
MBLX,"Metabolix, Inc.","Metabolix, Inc. - Common Stock",S,N,D,100
MBRG,Middleburg Financial Corporation,Middleburg Financial Corporation - Common Stock,S,N,N,100
MBSD,FlexShares Disciplined Duration MBS Index Fund,FlexShares Disciplined Duration MBS Index Fund,G,N,N,100
MBTF,M B T Financial Corp,M B T Financial Corp - Common Stock,Q,N,N,100
MBUU,"Malibu Boats, Inc.","Malibu Boats, Inc. - Common Stock",G,N,N,100
MBVT,"Merchants Bancshares, Inc.","Merchants Bancshares, Inc. - Common Stock",Q,N,N,100
MBWM,Mercantile Bank Corporation,Mercantile Bank Corporation - Common Stock,Q,N,N,100
MCBC,Macatawa Bank Corporation,Macatawa Bank Corporation - Common Stock,Q,N,N,100
MCBK,"Madison County Financial, Inc.","Madison County Financial, Inc. - Common Stock",S,N,N,100
MCEP,Mid,"Mid-Con Energy Partners, LP - Common Units",Q,N,N,100
MCGC,MCG Capital Corporation,MCG Capital Corporation - Closed End Fund,Q,N,N,100
MCHP,Microchip Technology Incorporated,Microchip Technology Incorporated - Common Stock,Q,N,N,100
MCHX,"Marchex, Inc.","Marchex, Inc. - Class B Common Stock",Q,N,N,100
MCOX,Mecox Lane Limited,Mecox Lane Limited - American Depositary Shares,Q,N,N,100
MCRI,"Monarch Casino & Resort, Inc.","Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100
MCRL,"Micrel, Incorporated","Micrel, Incorporated - Common Stock",Q,N,N,100
MCUR,Macrocure Ltd.,Macrocure Ltd. - Ordinary Shares,G,N,N,100
MDAS,"MedAssets, Inc.","MedAssets, Inc. - Common Stock",Q,N,N,100
MDCA,MDC Partners Inc.,MDC Partners Inc. - Class A Subordinate Voting Shares,Q,N,N,100
MDCO,The Medicines Company,The Medicines Company - Common Stock,Q,N,N,100
MDIV,First Trust Exchange,First Trust Exchange-Traded Fund VI Multi-Asset Diversified Income Index Fund,G,N,N,100
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc. - Class A Common Stock",Q,N,N,100
MDM,Mountain Province Diamonds Inc.,Mountain Province Diamonds Inc. - Common Stock,Q,N,N,100
MDRX,"Allscripts Healthcare Solutions, Inc.","Allscripts Healthcare Solutions, Inc. - common stock",Q,N,N,100
MDSO,"Medidata Solutions, Inc.","Medidata Solutions, Inc. - Common Stock",Q,N,N,100
MDSY,"BluePhoenix Solutions, Ltd.","BluePhoenix Solutions, Ltd. - Ordinary Shares",G,N,N,100
MDVN,"Medivation, Inc.","Medivation, Inc. - Common Stock",Q,N,N,100
MDVXU,Medovex Corp.,Medovex Corp. - Units,S,N,N,100
MDWD,MediWound Ltd.,MediWound Ltd. - Ordinary Shares,G,N,N,100
MDXG,"MiMedx Group, Inc","MiMedx Group, Inc - Common Stock",S,N,N,100
MEET,"MeetMe, Inc.","MeetMe, Inc. - Common Stock",S,N,N,100
MEIL,Methes Energies International Ltd,Methes Energies International Ltd - Common Stock,S,N,N,100
MEILW,Methes Energies International Ltd,Methes Energies International Ltd - Class A Warrants,S,N,N,100
MEILZ,Methes Energies International Ltd,Methes Energies International Ltd - Class B Warrants,S,N,N,100
MEIP,"MEI Pharma, Inc.","MEI Pharma, Inc. - Common Stock",S,N,N,100
MELA,"MELA Sciences, Inc","MELA Sciences, Inc - Common Stock",S,N,N,100
MELI,"MercadoLibre, Inc.","MercadoLibre, Inc. - Common Stock",Q,N,N,100
MELR,"Melrose Bancorp, Inc.","Melrose Bancorp, Inc. - Common Stock",S,N,N,100
MEMP,Memorial Production Partners LP,Memorial Production Partners LP - Common Units,Q,N,N,100
MENT,Mentor Graphics Corporation,Mentor Graphics Corporation - Common Stock,Q,N,N,100
MEOH,Methanex Corporation,Methanex Corporation - Common Stock,Q,N,N,100
MERC,Mercer International Inc.,Mercer International Inc. - Common Stock,Q,N,N,100
MERU,"Meru Networks, Inc.","Meru Networks, Inc. - Common Stock",G,N,N,100
METR,"Metro Bancorp, Inc","Metro Bancorp, Inc - Common Stock",Q,N,N,100
MFI,MicroFinancial Incorporated,MicroFinancial Incorporated - Common Stock,G,N,N,100
MFLX,Multi,"Multi-Fineline Electronix, Inc. - Common Stock",Q,N,N,100
MFNC,Mackinac Financial Corporation,Mackinac Financial Corporation - Common Stock,S,N,N,100
MFRI,"MFRI, Inc.","MFRI, Inc. - Common Stock",G,N,N,100
MFRM,Mattress Firm Holding Corp.,Mattress Firm Holding Corp. - Common Stock,Q,N,N,100
MFSF,MutualFirst Financial Inc.,MutualFirst Financial Inc. - Common Stock,G,N,N,100
MGCD,MGC Diagnostics Corporation,MGC Diagnostics Corporation - Common Stock,S,N,N,100
MGEE,MGE Energy Inc.,MGE Energy Inc. - Common Stock,Q,N,N,100
MGI,"Moneygram International, Inc.","Moneygram International, Inc. - Common Stock",Q,N,N,100
MGIC,Magic Software Enterprises Ltd.,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100
MGLN,"Magellan Health, Inc.","Magellan Health, Inc. - Common Stock",Q,N,N,100
MGNX,"MacroGenics, Inc.","MacroGenics, Inc. - Common Stock",Q,N,N,100
MGPI,"MGP Ingredients, Inc.","MGP Ingredients, Inc. - Common Stock",Q,N,N,100
MGRC,McGrath RentCorp,McGrath RentCorp - Common Stock,Q,N,N,100
MGYR,"Magyar Bancorp, Inc.","Magyar Bancorp, Inc. - Common Stock",G,N,N,100
MHGC,Morgans Hotel Group Co.,Morgans Hotel Group Co. - Common Stock,G,N,N,100
MHLD,"Maiden Holdings, Ltd.","Maiden Holdings, Ltd. - Common Stock",Q,N,N,100
MHLDO,"Maiden Holdings, Ltd.","Maiden Holdings, Ltd. - 7.25% Mandatory Convertible Preference Shares, Series B",Q,N,N,100
MICT,"Micronet Enertec Technologies, Inc.","Micronet Enertec Technologies, Inc. - Common Stock",S,N,N,100
MICTW,"Micronet Enertec Technologies, Inc.","Micronet Enertec Technologies, Inc. - Warrant",S,N,N,100
MIDD,The Middleby Corporation,The Middleby Corporation - Common Stock,Q,N,N,100
MIFI,"Novatel Wireless, Inc.","Novatel Wireless, Inc. - Common Stock",Q,N,N,100
MIK,"The Michaels Companies, Inc.","The Michaels Companies, Inc. - Common Stock",Q,N,N,100
MIND,"Mitcham Industries, Inc.","Mitcham Industries, Inc. - Common Stock",Q,N,N,100
MINI,"Mobile Mini, Inc.","Mobile Mini, Inc. - Common Stock",Q,N,N,100
MITK,"Mitek Systems, Inc.","Mitek Systems, Inc. - Common Stock",S,N,N,100
MITL,Mitel Networks Corporation,Mitel Networks Corporation - Common Shares,Q,N,N,100
MKSI,"MKS Instruments, Inc.","MKS Instruments, Inc. - Common Stock",Q,N,N,100
MKTO,"Marketo, Inc.","Marketo, Inc. - Common Stock",Q,N,N,100
MKTX,"MarketAxess Holdings, Inc.","MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100
MLAB,"Mesa Laboratories, Inc.","Mesa Laboratories, Inc. - Common Stock",Q,N,N,100
MLHR,"Herman Miller, Inc.","Herman Miller, Inc. - Common Stock",Q,N,N,100
MLNK,"ModusLink Global Solutions, Inc","ModusLink Global Solutions, Inc - Common Stock",Q,N,N,100
MLNX,"Mellanox Technologies, Ltd.","Mellanox Technologies, Ltd. - Ordinary Shares",Q,N,N,100
MLVF,"Malvern Bancorp, Inc.","Malvern Bancorp, Inc. - Common Stock",G,N,N,100
MMAC,"MMA Capital Management, LLC","MMA Capital Management, LLC - Common Stock",S,N,N,100
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100
MMSI,"Merit Medical Systems, Inc.","Merit Medical Systems, Inc. - Common Stock",Q,N,N,100
MMYT,MakeMyTrip Limited,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100
MNDL,"Mandalay Digital Group, Inc","Mandalay Digital Group, Inc - Common Stock",S,N,N,100
MNDO,MIND C.T.I. Ltd.,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100
MNGA,MagneGas Corporation,MagneGas Corporation - Common Stcok,S,N,D,100
MNKD,MannKind Corporation,MannKind Corporation - Common Stock,G,N,N,100
MNOV,"MediciNova, Inc.","MediciNova, Inc. - Common Stock",G,N,N,100
MNRK,"Monarch Financial Holdings, Inc.","Monarch Financial Holdings, Inc. - Common Stock",S,N,N,100
MNRO,"Monro Muffler Brake, Inc.","Monro Muffler Brake, Inc. - Common Stock",Q,N,N,100
MNST,Monster Beverage Corporation,Monster Beverage Corporation - Common Stock,Q,N,N,100
MNTA,"Momenta Pharmaceuticals, Inc.","Momenta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
MNTX,"Manitex International, Inc.","Manitex International, Inc. - common stock",S,N,N,100
MOBI,Sky,Sky-mobi Limited - American Depositary Shares,G,N,N,100
MOBL,"MobileIron, Inc.","MobileIron, Inc. - Common Stock",Q,N,N,100
MOCO,"MOCON, Inc.","MOCON, Inc. - Common Stock",G,N,N,100
MOFG,"MidWestOne Financial Group, Inc.","MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100
MOKO,MOKO Social Media Ltd.,MOKO Social Media Ltd. - American Depositary Shares,G,N,N,100
MOLG,"MOL Global, Inc.","MOL Global, Inc. - American Depositary Shares",Q,N,N,100
MOMO,Momo Inc.,Momo Inc. - American Depositary Shares,Q,N,N,100
MORN,"Morningstar, Inc.","Morningstar, Inc. - Common Stock",Q,N,N,100
MOSY,"MoSys, Inc.","MoSys, Inc. - Common Stock",Q,N,N,100
MPAA,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100
MPB,Mid Penn Bancorp,Mid Penn Bancorp - Common Stock,G,N,N,100
MPEL,Melco Crown Entertainment Limited,Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares,Q,N,N,100
MPET,Magellan Petroleum Corporation,Magellan Petroleum Corporation - Common Stock,S,N,N,100
MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100
MRCC,Monroe Capital Corporation,Monroe Capital Corporation - Common Stock,Q,N,N,100
MRCY,Mercury Systems Inc,Mercury Systems Inc - Common Stock,Q,N,N,100
MRD,Memorial Resource Development Corp.,Memorial Resource Development Corp. - Common Stock,Q,N,N,100
MRGE,Merge Healthcare Incorporated.,Merge Healthcare Incorporated. - Common Stock,Q,N,N,100
MRKT,Markit Ltd.,Markit Ltd. - Common Shares,Q,N,N,100
MRLN,Marlin Business Services Corp.,Marlin Business Services Corp. - Common Stock,Q,N,N,100
MRNS,"Marinus Pharmaceuticals, Inc.","Marinus Pharmaceuticals, Inc. - Common Stock",G,N,N,100
MRTN,"Marten Transport, Ltd.","Marten Transport, Ltd. - Common Stock",Q,N,N,100
MRTX,"Mirati Therapeutics, Inc.","Mirati Therapeutics, Inc. - Common Stock",S,N,N,100
MRVC,"MRV Communications, Inc.","MRV Communications, Inc. - Common Stock",S,N,N,100
MRVL,Marvell Technology Group Ltd.,Marvell Technology Group Ltd. - Common Stock,Q,N,N,100
